Phase/Module,Specific Task,Inferred Course Competency,Expected Level,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Arm-Hand Steadiness,Auditory Attention,Category Flexibility,Control Precision,Deductive Reasoning,Depth Perception,Dynamic Flexibility,Dynamic Strength,Explosive Strength,Extent Flexibility,Far Vision,Finger Dexterity,Flexibility of Closure,Fluency of Ideas,Glare Sensitivity,Gross Body Coordination,Gross Body Equilibrium,Hearing Sensitivity,Inductive Reasoning,Information Ordering,Manual Dexterity,Mathematical Reasoning,Memorization,Multilimb Coordination,Near Vision,Night Vision,Number Facility,Oral Comprehension,Oral Expression,Originality,Perceptual Speed,Peripheral Vision,Problem Sensitivity,Rate Control,Reaction Time,Response Orientation,Selective Attention,Sound Localization,Spatial Orientation,Speech Clarity,Speech Recognition,Speed of Closure,Speed of Limb Movement,Stamina,Static Strength,Time Sharing,Trunk Strength,Visual Color Discrimination,Visualization,Wrist-Finger Speed,Written Comprehension,Written Expression,Analyzing Data or Information,Assisting and Caring for Others,Coaching and Developing Others,Communicating with People Outside the Organization,"Communicating with Supervisors, Peers, or Subordinates",Controlling Machines and Processes,Coordinating the Work and Activities of Others,Developing Objectives and Strategies,Developing and Building Teams,Documenting/Recording Information,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Establishing and Maintaining Interpersonal Relationships,"Estimating the Quantifiable Characteristics of Products, Events, or Information",Evaluating Information to Determine Compliance with Standards,Getting Information,"Guiding, Directing, and Motivating Subordinates",Handling and Moving Objects,"Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials",Interpreting the Meaning of Information for Others,"Judging the Qualities of Objects, Services, or People",Making Decisions and Solving Problems,"Monitoring Processes, Materials, or Surroundings",Monitoring and Controlling Resources,"Operating Vehicles, Mechanized Devices, or Equipment","Organizing, Planning, and Prioritizing Work",Performing Administrative Activities,Performing General Physical Activities,Performing for or Working Directly with the Public,Processing Information,Providing Consultation and Advice to Others,Repairing and Maintaining Electronic Equipment,Repairing and Maintaining Mechanical Equipment,Resolving Conflicts and Negotiating with Others,Scheduling Work and Activities,Selling or Influencing Others,Staffing Organizational Units,Thinking Creatively,Training and Teaching Others,Updating and Using Relevant Knowledge,Working with Computers,Achievement/Effort,Adaptability/Flexibility,Analytical Thinking,Attention to Detail,Concern for Others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Self-Control,Social Orientation,Stress Tolerance
Fase 3: Adviesvaardigheden,Provide expert commercial advice and recommendations to clients or management.,Commercial Consulting and Advisory,6,0,50,60,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,60,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Business intelligence & analytics,"Collect, analyze, and interpret large datasets to derive commercial insights.",Data-driven Commercial Insight Generation,4,0,0,60,0,60,0,0,0,0,50,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Business intelligence & analytics,Utilize business intelligence tools to monitor market performance and identify opportunities.,Market Performance Monitoring & Opportunity Identification,4,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Strategisch marketingmanagement,Develop and implement long-term strategic marketing plans aligned with organizational goals.,Strategic Marketing Plan Development & Implementation,5,0,0,60,50,60,0,0,0,0,60,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,40,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Strategisch marketingmanagement,Conduct strategic market positioning and competitive analysis.,Strategic Market & Competitive Analysis,4,0,0,60,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Planmatig werken en organiseren,Systematically plan and organize complex commercial initiatives and projects.,Commercial Project Planning & Organization,4,0,0,50,60,50,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0
Fase 3: Value proposition & user experience,Design and articulate compelling value propositions for products and services.,Value Proposition Design & Communication,4,0,40,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Value proposition & user experience,Optimize user experience (UX) to enhance customer satisfaction and loyalty.,User Experience Optimization,4,0,0,50,0,50,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,60,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 3: Integrale opdracht,Develop comprehensive strategic plans to address real-world commercial challenges.,Comprehensive Strategic Planning for Commercial Challenges,5,0,0,70,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,50,70,70,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Fase 3: Praktijkprogramma,Implement advanced commercial strategies and measure their impact in a practical setting.,Strategic Implementation & Impact Measurement,6,0,0,60,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0
Afstudeerfase: Praktijkgerichte eindopdracht,Conduct applied research on a specific commercial issue within an organization.,Applied Commercial Research,6,50,0,60,0,60,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,0,0
Afstudeerfase: Praktijkgerichte eindopdracht,Develop and propose innovative solutions to complex commercial problems.,Innovative Problem Solving & Solution Development,7,0,0,70,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,70,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,60,0,0,0,0,0,60,70,0,0,0,0,0,0
Afstudeerfase: Praktijkgerichte eindopdracht,Present research findings and strategic recommendations to stakeholders.,Stakeholder Communication & Presentation,6,0,50,0,50,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,60,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afstudeerfase: Praktijkgerichte eindopdracht,"Deliver tangible, valuable insights and results to an organization through a final project.",Project Delivery & Value Creation,7,0,0,70,0,60,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,70,0,60,60,0,0,0,0
Throughout Program,Recognize and capitalize on new market opportunities for business growth.,Market Opportunity Identification & Exploitation,6,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,60,0,0,0,0,0,60,60,0,0,0,0,0,0
Throughout Program,Translate overarching business strategies into measurable commercial results.,Strategic Translation & Commercial Performance Measurement,6,0,0,0,0,60,0,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,60,0,0,0,0,50,60,0,0,0,0,0,0,0,0,50,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Throughout Program,Drive revenue growth and increase profitability for organizations.,Revenue & Profitability Optimization,7,0,0,70,0,60,0,0,0,0,70,0,70,0,50,0,0,50,0,0,0,60,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,70,0,0,0,0,0,0,0,70,0,0,60,0,0,0,0
Throughout Program,"Build and nurture sustainable, long-term customer relationships.",Customer Relationship Management,6,0,60,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,0,0,60,0,0,0,0,0,60,0,0,0,0,0
Throughout Program,"Identify and integrate emerging technologies, such as AI, into commercial strategies.",Technology Integration & Strategic Innovation,6,60,0,60,0,60,0,0,0,0,60,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,60,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0
Throughout Program,Make data-driven decisions to optimize commercial performance.,Data Analytics for Commercial Strategy,6,0,0,60,0,60,0,0,0,0,60,0,0,0,0,50,50,0,0,60,0,0,0,50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughout Program,Influence business success through proactive commercial initiatives.,Commercial Strategy & Influence,6,0,0,60,50,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0
Throughout Program,Contribute to organizational success as a commercial professional.,Commercial Professionalism & Organizational Contribution,6,50,50,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,60,50,50,0,0,60,60,0,60,0,60,0,50,50,50,50
Throughout Program,Develop and execute business development strategies to create new revenue streams.,Business Development Strategy & Revenue Generation,7,0,0,70,0,70,0,0,0,0,70,0,50,0,0,0,0,60,0,60,0,60,0,0,0,0,0,0,0,60,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,70,0,0,0,0,0,70,0,0,0,0,0,70,70,0,60,0,0,0,0
Throughout Program,Manage and lead commercial teams to achieve strategic objectives.,Commercial Team Leadership & Strategic Management,7,0,0,0,70,0,0,0,0,60,70,0,0,0,70,0,60,60,0,0,0,60,0,0,0,0,0,0,70,70,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,70,70,70,0,0,70,0,0,0,70,0,0,0,0,0,70,60,0,0,70,0,0,0,0,60,0,0,70,60,0,50,0,60,0,0,0,60,0,0,60,70,0,0,70,0,70,70,0,0,70,60
